node,hopcount,latency,power,deploymentPenalty,cost
70,4,383,541.5,40,40
71,4,356,651.0,1,40
72,4,184,805.0,40,40
73,4,278,635.0,1,40
74,3,162,626.0,40,40
75,3,300,718.5,1,40
76,4,277,545.0,40,40
77,4,304,533.0,1,40
78,4,376,681.0,40,40
79,2,26,650.0,1,40
80,3,162,659.5,40,40
81,4,367,749.5,1,40
82,4,342,566.0,40,40
83,4,204,813.0,1,40
84,4,317,646.0,40,40
85,4,203,822.0,1,40
86,4,451,796.5,40,40
87,3,206,682.5,1,40
88,3,398,711.0,40,40
89,3,308,807.5,1,40
90,3,402,614.0,40,40
91,3,294,753.5,1,40
92,3,327,786.5,40,40
93,2,132,542.0,1,40
94,4,285,579.0,40,40
95,3,216,803.5,1,40
96,3,304,778.5,40,40
97,3,236,800.0,1,40
98,4,279,780.0,40,40
99,3,196,714.0,1,40
100,2,88,527.5,40,1
101,3,332,557.0,1,1
102,3,238,659.5,40,1
103,3,234,567.0,1,1
104,4,253,541.0,40,1
105,2,134,750.0,1,1
106,4,334,657.0,40,1
107,4,216,668.0,1,1
108,3,300,715.5,40,1
109,3,188,652.0,1,1
110,3,240,715.0,40,1
111,1,0,572.5,1,1
112,3,120,577.0,40,1
113,5,388,797.5,1,1
114,4,575,763.5,40,1
115,4,443,759.0,1,1
116,4,285,552.0,40,1
117,4,359,819.0,1,1
118,4,231,565.5,40,1
119,5,607,741.5,1,1
120,4,341,661.5,40,1
121,4,295,651.5,1,1
122,4,465,540.5,40,1
123,5,414,815.5,1,1
124,4,475,551.5,40,1
125,5,406,542.0,1,1
126,4,392,796.0,40,1
127,4,374,808.5,1,1
128,5,520,541.0,40,1
129,2,84,563.0,1,1
130,5,496,820.5,40,1
131,4,315,821.5,1,1
132,4,497,824.5,40,1
133,5,391,809.5,1,1
134,4,543,609.5,40,1
135,4,401,540.0,1,1
136,5,507,553.5,40,1
137,4,306,573.5,1,1
138,4,249,663.5,40,1
139,5,381,653.0,1,1
140,4,501,590.5,40,1
141,4,471,768.0,1,1
142,5,470,770.5,40,1
143,5,432,657.5,1,1
144,4,483,574.0,40,1
145,5,323,586.0,1,1
146,4,333,531.5,40,1
147,3,283,691.0,1,1
148,4,365,740.5,40,1
149,3,284,624.0,1,1
150,4,471,540.5,40,1
151,4,150,645.5,1,1
152,2,165,766.0,40,1
153,4,312,7500.0,1,1
154,5,424,613.0,40,1
155,4,517,620.0,1,1
156,4,269,690.0,40,1
157,4,414,771.0,1,1
158,5,521,716.0,40,1
159,3,320,704.0,1,1
160,4,312,673.0,40,1
161,2,63,630.0,1,1
162,2,165,749.5,40,1
163,4,328,679.5,1,1
164,4,442,558.0,40,1
165,4,405,726.0,1,1
166,3,164,838.5,40,1
167,5,338,604.5,1,1
168,4,477,668.0,40,1
169,4,436,801.5,1,1
170,5,369,684.0,40,1
171,4,416,768.0,1,1
172,4,665,594.0,40,1
173,4,285,545.0,1,1
174,2,228,581.5,40,1
175,5,478,717.0,1,1
176,4,310,623.5,40,1
177,5,323,722.5,1,1
178,5,552,818.0,40,1
179,2,63,739.0,1,1
180,4,570,574.0,40,1
181,5,613,771.5,1,1
182,5,448,809.0,40,1
183,5,524,802.0,1,1
184,4,570,622.0,40,1
185,4,351,596.0,1,1
186,3,250,738.0,40,1
187,4,232,606.0,1,1
188,4,435,807.0,40,1
189,4,444,551.5,1,1
190,4,419,561.0,40,1
191,4,407,663.0,1,1
192,5,780,664.5,40,1
193,6,607,586.5,1,1
194,5,499,810.5,40,1
195,6,634,618.0,1,1
196,5,543,666.0,40,1
197,5,509,595.5,1,1
198,6,753,748.5,40,1
199,6,749,734.0,1,1
