node,hopcount,latency,power,deploymentPenalty,cost
78,5,570,681.0,40,40
79,4,473,650.0,1,40
80,6,601,659.5,40,40
81,6,697,749.5,1,40
82,4,520,566.0,40,40
83,3,350,813.0,1,40
84,6,524,646.0,40,40
85,6,516,822.0,1,40
86,5,643,796.5,40,40
87,5,480,682.5,1,40
88,6,541,711.0,40,40
89,5,500,807.5,1,40
90,5,518,614.0,40,40
91,6,555,753.5,1,40
92,5,456,786.5,40,40
93,6,709,542.0,1,40
94,5,537,579.0,40,40
95,6,494,803.5,1,40
96,5,477,778.5,40,40
97,6,514,800.0,1,40
98,6,592,780.0,40,40
99,6,502,714.0,1,40
100,5,479,527.5,40,1
101,6,621,557.0,1,1
102,6,540,659.5,40,1
103,5,497,567.0,1,1
104,4,387,541.0,40,1
105,6,669,750.0,1,1
106,4,429,657.0,40,1
107,5,486,668.0,1,1
108,4,333,715.5,40,1
109,3,311,652.0,1,1
110,5,553,715.0,40,1
111,5,499,572.5,1,1
112,5,537,577.0,40,1
113,6,640,797.5,1,1
114,7,864,763.5,40,1
115,4,566,759.0,1,1
116,6,702,552.0,40,1
117,4,482,819.0,1,1
118,6,648,565.5,40,1
119,7,937,741.5,1,1
120,4,464,661.5,40,1
121,7,597,651.5,1,1
122,5,498,540.5,40,1
123,6,666,815.5,1,1
124,7,777,551.5,40,1
125,5,540,542.0,1,1
126,6,584,796.0,40,1
127,4,497,808.5,1,1
128,5,615,541.0,40,1
129,6,583,563.0,1,1
130,6,529,820.5,40,1
131,6,732,821.5,1,1
132,7,775,824.5,40,1
133,5,486,809.5,1,1
134,5,576,609.5,40,1
135,7,690,540.0,1,1
136,5,685,553.5,40,1
137,6,619,573.5,1,1
138,7,688,663.5,40,1
139,6,651,653.0,1,1
140,5,534,590.5,40,1
141,6,784,768.0,1,1
142,7,669,770.5,40,1
143,4,578,657.5,1,1
144,6,746,574.0,40,1
145,7,662,586.0,1,1
146,6,750,531.5,40,1
147,6,674,691.0,1,1
148,6,639,740.5,40,1
149,5,731,624.0,1,1
150,7,732,540.5,40,1
151,6,567,645.5,1,1
152,6,664,766.0,40,1
153,7,777,7500.0,1,1
154,7,783,613.0,40,1
155,6,690,620.0,1,1
156,6,543,690.0,40,1
157,7,675,771.0,1,1
158,7,760,716.0,40,1
159,7,855,704.0,1,1
160,6,625,673.0,40,1
161,6,562,630.0,1,1
162,6,664,749.5,40,1
163,7,634,679.5,1,1
164,7,744,558.0,40,1
165,7,844,726.0,1,1
166,7,699,838.5,40,1
167,7,651,604.5,1,1
168,5,510,668.0,40,1
169,6,853,801.5,1,1
170,7,576,684.0,40,1
171,6,702,768.0,1,1
172,6,739,594.0,40,1
173,6,598,545.0,1,1
174,5,456,581.5,40,1
175,5,573,717.0,1,1
176,6,605,623.5,40,1
177,7,636,722.5,1,1
178,6,822,818.0,40,1
179,6,720,739.0,1,1
180,6,699,574.0,40,1
181,5,747,771.5,1,1
182,5,582,809.0,40,1
183,6,794,802.0,1,1
184,6,587,622.0,40,1
185,5,675,596.0,1,1
186,6,743,738.0,40,1
187,6,649,606.0,1,1
188,4,455,807.0,40,1
189,5,567,551.5,1,1
190,2,80,561.0,40,1
191,5,519,663.0,1,1
192,7,1197,664.5,40,1
193,8,920,586.5,1,1
194,1,0,810.5,40,1
195,6,729,618.0,1,1
196,6,867,666.0,40,1
197,7,822,595.5,1,1
198,7,1077,748.5,40,1
199,8,1062,734.0,1,1
